date,vendor_id,city,market,product_category,day_of_week,month,month_num,is_weekend,is_holiday,rain_season,is_big_market_day,is_payday_period,n_transactions,avg_transaction_value_xaf,daily_revenue_xaf
2025-09-10,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,11,1978.0,21759.0
2025-09-11,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,15,1412.0,21173.0
2025-09-12,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,20,1736.0,34713.0
2025-09-13,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,September,9,1,0,1,0,0,24,1957.0,46974.0
2025-09-14,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,10,2468.0,24676.0
2025-09-15,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,8,3018.0,24143.0
2025-09-16,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,12,1968.0,23615.0
2025-09-17,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,11,1791.0,19706.0
2025-09-18,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,9,2142.0,19278.0
2025-09-19,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,20,1909.0,38181.0
2025-09-20,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,September,9,1,0,1,1,0,34,1932.0,65680.0
2025-09-21,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,21,1334.0,28022.0
2025-09-22,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,18,1467.0,26401.0
2025-09-23,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,13,1974.0,25661.0
2025-09-24,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,11,2146.0,23611.0
2025-09-25,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,18,1570.0,28268.0
2025-09-26,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,20,1874.0,37482.0
2025-09-27,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,September,9,1,0,1,0,0,19,1903.0,36165.0
2025-09-28,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,1,18,1806.0,32513.0
2025-09-29,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,September,9,0,0,1,0,1,13,2069.0,26899.0
2025-09-30,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,1,8,2745.0,21963.0
2025-10-01,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,9,2991.0,26918.0
2025-10-02,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,18,1699.0,30576.0
2025-10-03,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,16,1784.0,28544.0
2025-10-04,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,October,10,1,0,1,1,0,29,1811.0,52518.0
2025-10-05,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,26,1652.0,42950.0
2025-10-06,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,11,1970.0,21665.0
2025-10-07,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,11,1973.0,21701.0
2025-10-08,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,13,1892.0,24595.0
2025-10-09,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,17,1797.0,30555.0
2025-10-10,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,22,1829.0,40246.0
2025-10-11,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,October,10,1,0,1,0,0,18,2038.0,36688.0
2025-10-12,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,26,1843.0,47919.0
2025-10-13,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,10,1891.0,18915.0
2025-10-14,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,23,1634.0,37584.0
2025-10-15,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,16,1758.0,28123.0
2025-10-16,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,18,1611.0,28990.0
2025-10-17,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,18,1803.0,32460.0
2025-10-18,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,October,10,1,0,1,1,0,20,1936.0,38711.0
2025-10-19,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,15,1932.0,28977.0
2025-10-20,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,10,1713.0,17135.0
2025-10-21,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,8,2614.0,20911.0
2025-10-22,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,17,1793.0,30476.0
2025-10-23,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,12,2440.0,29275.0
2025-10-24,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,29,1698.0,49250.0
2025-10-25,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,October,10,1,0,1,0,0,26,1628.0,42337.0
2025-10-26,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,18,1988.0,35791.0
2025-10-27,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,20,1438.0,28755.0
2025-10-28,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,9,1899.0,17092.0
2025-10-29,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,1,18,1786.0,32151.0
2025-10-30,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,1,18,1710.0,30775.0
2025-10-31,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,October,10,0,0,1,0,1,20,1808.0,36168.0
2025-11-01,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,November,11,1,0,0,1,0,20,1775.0,35495.0
2025-11-02,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,19,1784.0,33890.0
2025-11-03,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,14,1972.0,27615.0
2025-11-04,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,15,2097.0,31458.0
2025-11-05,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,19,1801.0,34213.0
2025-11-06,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,12,2298.0,27580.0
2025-11-07,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,16,1748.0,27964.0
2025-11-08,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,0,22,1674.0,36834.0
2025-11-09,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,16,2145.0,34325.0
2025-11-10,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,15,1851.0,27768.0
2025-11-11,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,16,1578.0,25246.0
2025-11-12,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,9,2281.0,20529.0
2025-11-13,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,13,2279.0,29624.0
2025-11-14,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,18,1701.0,30611.0
2025-11-15,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,November,11,1,0,0,1,0,24,2020.0,48492.0
2025-11-16,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,17,1984.0,33723.0
2025-11-17,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,18,1185.0,21338.0
2025-11-18,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,15,1882.0,28229.0
2025-11-19,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,16,1939.0,31017.0
2025-11-20,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,14,1818.0,25450.0
2025-11-21,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,22,1701.0,37421.0
2025-11-22,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,0,32,1692.0,54148.0
2025-11-23,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,23,1653.0,38028.0
2025-11-24,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,18,1665.0,29968.0
2025-11-25,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,11,1740.0,19135.0
2025-11-26,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,17,1989.0,33808.0
2025-11-27,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,14,1860.0,26034.0
2025-11-28,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,November,11,0,0,0,0,1,21,1935.0,40635.0
2025-11-29,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,1,28,1739.0,48692.0
2025-11-30,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,1,14,1865.0,26103.0
2025-12-01,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,9,2511.0,22602.0
2025-12-02,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,16,1761.0,28175.0
2025-12-03,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,16,1699.0,27181.0
2025-12-04,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,14,2114.0,29601.0
2025-12-05,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,23,1691.0,38892.0
2025-12-06,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,December,12,1,0,0,1,0,24,1695.0,40671.0
2025-12-07,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,18,1721.0,30973.0
2025-12-08,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,13,1914.0,24884.0
2025-12-09,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,14,2004.0,28049.0
2025-12-10,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,20,1602.0,32049.0
2025-12-11,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,13,1948.0,25318.0
2025-12-12,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,18,1773.0,31923.0
2025-12-13,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,December,12,1,0,0,0,0,26,2040.0,53051.0
2025-12-14,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,13,1942.0,25250.0
2025-12-15,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,12,2086.0,25037.0
2025-12-16,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,13,2023.0,26296.0
2025-12-17,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,16,1522.0,24347.0
2025-12-18,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,13,2020.0,26265.0
2025-12-19,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,21,1665.0,34966.0
2025-12-20,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,December,12,1,0,0,1,0,26,1887.0,49069.0
2025-12-21,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,21,1723.0,36175.0
2025-12-22,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,16,1860.0,29753.0
2025-12-23,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,16,1733.0,27728.0
2025-12-24,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,17,1604.0,27264.0
2025-12-25,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,December,12,0,1,0,0,0,25,1571.0,39267.0
2025-12-26,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,18,2238.0,40280.0
2025-12-27,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,December,12,1,0,0,0,0,18,2167.0,39007.0
2025-12-28,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,15,1937.0,29054.0
2025-12-29,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,December,12,0,0,0,0,1,17,1915.0,32558.0
2025-12-30,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,1,19,1980.0,37623.0
2025-12-31,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,1,13,2216.0,28808.0
2026-01-01,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,January,1,0,1,0,0,0,28,1618.0,45293.0
2026-01-02,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,15,2223.0,33344.0
2026-01-03,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,January,1,1,0,0,1,0,26,1832.0,47631.0
2026-01-04,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,20,1454.0,29075.0
2026-01-05,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,15,2242.0,33631.0
2026-01-06,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,12,1723.0,20681.0
2026-01-07,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,12,1813.0,21756.0
2026-01-08,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,15,1866.0,27992.0
2026-01-09,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,26,1578.0,41019.0
2026-01-10,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,0,22,2046.0,45004.0
2026-01-11,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,17,1968.0,33450.0
2026-01-12,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,20,1733.0,34657.0
2026-01-13,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,16,1710.0,27367.0
2026-01-14,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,17,1541.0,26204.0
2026-01-15,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,15,1681.0,25210.0
2026-01-16,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,23,1977.0,45478.0
2026-01-17,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,January,1,1,0,0,1,0,30,1752.0,52549.0
2026-01-18,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,12,2239.0,26862.0
2026-01-19,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,11,1867.0,20532.0
2026-01-20,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,14,1961.0,27448.0
2026-01-21,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,22,1698.0,37350.0
2026-01-22,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,15,2021.0,30310.0
2026-01-23,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,21,1647.0,34578.0
2026-01-24,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,0,29,1705.0,49455.0
2026-01-25,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,16,1929.0,30861.0
2026-01-26,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,11,1702.0,18727.0
2026-01-27,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,10,1937.0,19367.0
2026-01-28,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,14,1747.0,24463.0
2026-01-29,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,1,24,1651.0,39629.0
2026-01-30,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,January,1,0,0,0,0,1,23,1937.0,44561.0
2026-01-31,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,1,24,2000.0,48000.0
2026-02-01,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,17,1704.0,28973.0
2026-02-02,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,10,2032.0,20318.0
2026-02-03,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,12,1750.0,20996.0
2026-02-04,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,9,2748.0,24728.0
2026-02-05,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,22,1704.0,37489.0
2026-02-06,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,14,1697.0,23758.0
2026-02-07,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,February,2,1,0,0,1,0,35,1858.0,65043.0
2026-02-08,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,17,1969.0,33481.0
2026-02-09,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,16,1662.0,26587.0
2026-02-10,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,10,2054.0,20543.0
2026-02-11,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,February,2,0,1,0,0,0,19,1768.0,33591.0
2026-02-12,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,16,1879.0,30064.0
2026-02-13,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,18,1619.0,29133.0
2026-02-14,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,February,2,1,0,0,0,0,17,1979.0,33635.0
2026-02-15,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,19,1721.0,32699.0
2026-02-16,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,14,1641.0,22974.0
2026-02-17,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,16,1993.0,31882.0
2026-02-18,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,16,1770.0,28313.0
2026-02-19,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,10,2627.0,26275.0
2026-02-20,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,21,1733.0,36394.0
2026-02-21,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,February,2,1,0,0,1,0,32,1879.0,60140.0
2026-02-22,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,14,2065.0,28906.0
2026-02-23,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,7,2016.0,14115.0
2026-02-24,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,25,1675.0,41882.0
2026-02-25,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,11,2006.0,22070.0
2026-02-26,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,1,19,1540.0,29252.0
2026-02-27,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,February,2,0,0,0,0,1,32,1831.0,58606.0
2026-02-28,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,February,2,1,0,0,0,1,29,1743.0,50535.0
2026-03-01,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,March,3,1,0,0,0,0,18,1806.0,32501.0
2026-03-02,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,March,3,0,0,0,0,0,14,1745.0,24424.0
2026-03-03,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,March,3,0,0,0,0,0,8,2219.0,17754.0
2026-03-04,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,March,3,0,0,0,0,0,13,1640.0,21324.0
2026-03-05,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,March,3,0,0,0,0,0,10,2425.0,24254.0
2026-03-06,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,March,3,0,0,0,0,0,14,1768.0,24748.0
2026-03-07,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,March,3,1,0,0,1,0,22,1902.0,41837.0
2026-03-08,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,March,3,1,1,0,0,0,30,1806.0,54174.0
2026-03-09,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,March,3,0,0,0,0,0,9,2454.0,22089.0
2026-03-10,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,March,3,0,0,0,0,0,15,1835.0,27528.0
2026-03-11,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,March,3,0,0,0,0,0,11,2662.0,29282.0
2026-03-12,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,March,3,0,0,0,0,0,15,2286.0,34286.0
2026-03-13,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,March,3,0,0,0,0,0,20,1565.0,31297.0
2026-03-14,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,March,3,1,0,0,0,0,15,1869.0,28034.0
2026-03-15,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,March,3,1,0,0,0,0,17,1825.0,31021.0
2026-03-16,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,March,3,0,0,0,0,0,14,1844.0,25816.0
2026-03-17,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,March,3,0,0,0,0,0,11,1818.0,19999.0
2026-03-18,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,March,3,0,0,0,0,0,14,1879.0,26299.0
2026-03-19,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,March,3,0,0,0,0,0,25,1627.0,40669.0
2026-03-20,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,March,3,0,0,0,0,0,27,1757.0,47444.0
2026-03-21,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,March,3,1,0,0,1,0,36,1894.0,68192.0
2026-03-22,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,March,3,1,0,0,0,0,15,2037.0,30553.0
2026-03-23,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Monday,March,3,0,0,0,0,0,12,1845.0,22145.0
2026-03-24,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Tuesday,March,3,0,0,0,0,0,15,1760.0,26407.0
2026-03-25,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Wednesday,March,3,0,0,0,0,0,17,2125.0,36121.0
2026-03-26,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Thursday,March,3,0,0,0,0,0,7,3213.0,22489.0
2026-03-27,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Friday,March,3,0,0,0,0,0,15,1956.0,29344.0
2026-03-28,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Saturday,March,3,1,0,0,0,0,18,2053.0,36956.0
2026-03-29,V036,Douala,Marché Nkoulouloun,Palm Oil & Condiments,Sunday,March,3,1,0,0,0,1,20,1904.0,38089.0
